"Time","value"
1706353288242,105336
1706353288336,105193
1706353288430,104685
1706353288524,104716
1706353288618,105103
1706353288712,105954
1706353288806,105274
1706353288900,104941
1706353288994,100576
1706353289087,98534
1706353289181,103735
1706353289275,105445
1706353289369,104964
1706353289463,105187
1706353289557,104591
1706353289651,104100
1706353289745,102387
1706353289839,99425
1706353289933,99994
1706353290027,104427
1706353290120,107381
1706353290214,106670
1706353290308,104846
1706353290402,105695
1706353290496,107041
1706353290590,105671
1706353290684,104583
1706353291055,104682
1706353291148,105152
1706353291242,105038
1706353291336,103894
1706353291430,102844
1706353291524,105306
1706353291618,104687
1706353291712,104463
1706353291806,104617
1706353291899,104495
1706353291993,104596
1706353292087,104583
1706353292181,104672
1706353292275,104681
1706353292369,104646
1706353292463,104689
1706353292557,104717
1706353292650,104613
1706353292745,104687
1706353292838,104772
1706353292932,104661
1706353293027,104502
1706353293120,104389
1706353293214,104545
1706353293308,104662
1706353293402,104621
1706353293496,104640
1706353293590,104668
1706353293684,104613
1706353293778,104594
1706353293872,104588
1706353293966,104575
1706353294060,104548
1706353294153,104644
1706353294247,104640
1706353294341,104516
1706353294435,104448
1706353294529,104515
1706353294623,104629
1706353294717,104597
1706353294811,104534
1706353294904,104519
1706353294998,104565
1706353295093,104609
1706353295186,104661
1706353295280,104673
1706353295374,104622
1706353295468,104573
1706353295562,104536
1706353295656,104539
1706353295750,104567
1706353295844,104598
1706353295938,104601
1706353296032,104566
1706353296126,104533
1706353296496,104593
1706353296590,104587
1706353296683,104585
1706353296777,104578
1706353296871,104585
1706353296965,104586
1706353297059,104575
1706353297153,104590
1706353297247,104605
1706353297341,104588
1706353297435,104601
1706353297529,104597
1706353297623,104586
1706353297717,104571
1706353297811,104574
1706353297904,104582
1706353297998,104599
1706353298092,104594
1706353298186,104579
1706353298280,104583
1706353298374,104595
1706353298468,104588
1706353298562,104566
1706353298656,104568
1706353298750,104608
1706353298843,104610
1706353298938,104617
1706353299031,104610
1706353299125,104587
1706353299219,104590
1706353299313,104598
1706353299407,104582
1706353299501,104580
1706353299595,104586
1706353299689,104562
1706353299783,104570
1706353299876,104595
1706353299970,104590
1706353300064,104582
1706353300158,104601
1706353300252,104600
1706353300346,104598
1706353300440,104623
1706353300534,104592
1706353300628,104577
1706353300722,104578
1706353300815,104579
1706353300910,104628
1706353301003,104637
1706353301097,104550
1706353301191,104466
1706353301285,104441
1706353301379,104502
1706353301473,104567
1706353301567,104595
1706353301661,104624
1706353301755,104629
1706353301849,104591
1706353301942,104554
1706353302036,104564
1706353302429,104571
1706353302524,104598
1706353302618,104601
1706353302712,104594
1706353302805,104589
1706353302900,104605
1706353302993,104617
1706353303087,104557
1706353303181,104565
1706353303275,104579
1706353303369,104604
1706353303463,104580
1706353303557,104530
1706353303650,104574
1706353303744,104597
1706353303838,104582
1706353303932,104527
1706353304026,104575
1706353304120,104641
1706353304215,104603
1706353304308,104570
1706353304402,104612
1706353304496,104619
1706353304590,104523
1706353304684,104519
1706353304778,104624
1706353304871,104636
1706353304966,104617
1706353305060,104548
1706353305153,104554
1706353305247,104564
1706353305341,104584
1706353305435,104591
1706353305529,104524
1706353305623,104543
1706353305717,104641
1706353305811,104645
1706353305905,104593
1706353305998,104586
1706353306092,104590
1706353306186,104601
1706353306280,104573
1706353306374,104556
1706353306468,104602
1706353306562,104558
1706353306656,104514
1706353306750,104601
1706353306844,104694
1706353306937,104660
1706353307031,104592
1706353307125,104548
1706353307219,104569
1706353307313,104582
1706353307639,104593
1706353307732,104582
1706353307825,104581
1706353307919,104591
1706353308013,104598
1706353308107,104580
1706353308201,104577
1706353308295,104561
1706353308389,104574
1706353308483,104572
1706353308576,104566
1706353308670,104599
1706353308764,104582
1706353308858,104606
1706353308952,104626
1706353309046,104596
1706353309140,104581
1706353309234,104595
1706353309328,104621
1706353309422,104620
1706353309516,104591
1706353309610,104580
1706353309703,104608
1706353309797,104570
1706353309891,104568
1706353309985,104579
1706353310079,104559
1706353310173,104576
1706353310267,104571
1706353310361,104596
1706353310455,104660
1706353310549,104621
1706353310643,104586
1706353310736,104575
1706353310830,104546
1706353310924,104564
1706353311018,104600
1706353311112,104627
1706353311206,104619
1706353311300,104601
1706353311394,104585
1706353311488,104565
1706353311582,104530
1706353311676,104550
1706353311769,104572
1706353311863,104573
1706353311957,104596
1706353312052,104650
1706353312145,104648
1706353312239,104558
1706353312333,104561
1706353312427,104572
1706353312797,104567
1706353312891,104584
1706353312985,104580
1706353313079,104532
1706353313173,104596
1706353313267,104633
1706353313360,104544
1706353313455,104479
1706353313548,104578
1706353313642,104706
1706353313737,104740
1706353313830,104703
1706353313924,104659
1706353314018,104654
1706353314112,104717
1706353314207,104896
1706353314300,104688
1706353314394,104492
1706353314488,104561
1706353314582,104578
1706353314676,104514
1706353314769,104590
1706353314864,104647
1706353314957,104717
1706353315051,104639
1706353315145,104557
1706353315239,104599
1706353315333,104468
1706353315427,104454
1706353315521,104572
1706353315614,104730
1706353315709,104834
1706353315802,104587
1706353315896,104860
1706353315990,104937
1706353316084,104878
1706353316178,104244
1706353316272,103129
1706353316366,104925
1706353316460,105234
1706353316554,103908
1706353316647,105023
1706353316741,105920
1706353316836,100298
1706353316930,95896
1706353317024,98541
1706353317117,103121
1706353317211,102708
1706353317305,101702
1706353317699,104172
1706353317793,104917
1706353317886,103455
1706353317980,103545
1706353318074,103676
1706353318168,104977
1706353318262,105240
1706353318356,104196
1706353318450,104113
1706353318544,104591
1706353318638,104791
1706353318732,104518
1706353318826,104460
1706353318919,104906
1706353319013,105290
1706353319107,105170
1706353319201,104972
1706353319295,104793
1706353319389,104120
1706353319483,104485
1706353319577,104624
1706353319671,104699
1706353319765,104882
1706353319859,104398
1706353319953,104379
1706353320047,104580
1706353320141,104603
1706353320234,104330
1706353320329,104621
1706353320422,104721
1706353320516,104966
1706353320610,104287
1706353320704,104138
1706353320798,105130
1706353320892,105116
1706353320986,104925
1706353321080,104514
1706353321174,104537
1706353321268,104143
1706353321361,104802
1706353321455,104214
1706353321549,104543
1706353321643,104413
1706353321737,104587
1706353321831,104727
1706353321925,104537
1706353322019,104565
1706353322113,104161
1706353322413,104446
1706353322507,104385
1706353322602,104551
1706353322696,104368
1706353322790,104386
1706353322883,105143
1706353322977,105067
1706353323071,104739
1706353323165,104641
1706353323259,104742
1706353323353,104633
1706353323447,104916
1706353323541,105778
1706353323635,104744
1706353323729,104627
1706353323823,105800
1706353323916,103662
1706353324010,103702
1706353324104,104596
1706353324198,104725
1706353324292,104907
1706353324399,104639
1706353324480,104674
1706353324574,104936
1706353324668,104444
1706353324762,104204
1706353324855,104785
1706353324949,104243
1706353325043,103684
1706353325137,104815
1706353325231,105496
1706353325325,104667
1706353325419,105072
1706353325513,106962
1706353325607,106227
1706353325701,104910
1706353325795,104518
1706353325889,103184
1706353325982,102884
1706353326076,104273
1706353326170,105449
1706353326264,105232
1706353326359,102698
1706353326452,103385
1706353326546,104894
1706353326640,103659
1706353326734,105736
1706353326828,104648
1706353326921,103481
1706353327016,105338
1706353327110,103793
1706353327203,104180
1706353327598,103560
1706353327691,104148
1706353327785,105384
1706353327879,105457
1706353327972,105694
1706353328067,105877
1706353328161,104825
1706353328254,104083
1706353328349,103582
1706353328442,104797
1706353328536,105743
1706353328630,104826
1706353328724,104188
1706353328818,103847
1706353328912,105153
1706353329007,105676
1706353329100,104423
1706353329194,104362
1706353329287,104694
1706353329382,104303
1706353329476,104510
1706353329569,104654
1706353329663,104863
1706353329757,104776
1706353329852,104073
1706353329945,104707
1706353330039,105192
1706353330133,104670
1706353330227,104133
1706353330320,104443
1706353330414,105109
1706353330508,104851
1706353330602,104421
1706353330696,104463
1706353330790,105028
1706353330884,105277
1706353330978,105123
1706353331072,105065
1706353331166,105143
1706353331260,105286
1706353331354,105315
1706353331447,104679
1706353331541,103668
1706353331635,102578
1706353331729,103780
1706353331823,106100
1706353331917,104179
1706353332011,103202
1706353332105,107325
1706353332199,103251
1706353332500,106114
1706353332594,102129
1706353332687,105784
1706353332781,105951
1706353332875,101971
1706353332969,106348
1706353333063,105830
1706353333157,101523
1706353333251,105909
1706353333345,106340
1706353333439,101922
1706353333533,105315
1706353333627,106396
1706353333721,102589
1706353333814,104417
1706353333909,106899
1706353334002,103762
1706353334096,103277
1706353334190,105861
1706353334284,104990
1706353334378,103723
1706353334472,104071
1706353334566,104868
1706353334660,105299
1706353334754,104985
1706353334847,104454
1706353334941,104692
1706353335035,104274
1706353335129,103734
1706353335223,104011
1706353335317,105225
1706353335411,106210
1706353335505,106370
1706353335599,104333
1706353335693,102480
1706353335787,103020
1706353335880,103744
1706353335975,104429
1706353336068,105237
1706353336162,105232
1706353336256,104815
1706353336350,104348
1706353336444,103915
1706353336538,103667
1706353336632,103424
1706353336726,103787
1706353336820,105157
1706353336914,106111
1706353337008,104979
1706353337102,103990
1706353337196,104734
1706353337520,104723
1706353337614,104667
1706353337707,104351
1706353337802,104660
1706353337896,105023
1706353337990,104992
1706353338083,104820
1706353338177,104522
1706353338271,104775
1706353338365,104587
1706353338459,104142
1706353338553,104422
1706353338647,104881
1706353338741,104900
1706353338835,104564
1706353338929,104280
1706353339024,104634
1706353339116,105145
1706353339210,105431
1706353339304,105621
1706353339398,105188
1706353339492,104316
1706353339586,104643
1706353339680,104469
1706353339774,103889
1706353339868,103659
1706353339962,104219
1706353340056,105684
1706353340149,102814
1706353340244,104116
1706353340337,106291
1706353340431,102460
1706353340525,105384
1706353340619,106748
1706353340713,102022
1706353340807,105572
1706353340901,106611
1706353340995,101526
1706353341089,104891
1706353341183,106604
1706353341277,101724
1706353341371,104185
1706353341465,106676
1706353341558,103630
1706353341652,102217
1706353341746,104364
1706353341840,104310
1706353341934,104314
1706353342028,104481
1706353342122,105999
1706353342493,102406
1706353342586,99637
1706353342680,90563
1706353342774,79030
1706353342868,73196
1706353342962,71139
1706353343056,71717
1706353343150,71361
1706353343244,70749
1706353343338,71097
1706353343431,71492
1706353343525,71344
1706353343619,70541
1706353343713,69435
1706353343807,68558
1706353343901,68220
1706353343994,68043
1706353344089,65832
1706353344183,64393
1706353344276,63194
1706353344370,63002
1706353344464,63283
1706353344559,63043
1706353344652,63245
1706353344746,63001
1706353344840,62400
1706353344934,62401
1706353345028,61649
1706353345122,59949
1706353345216,57149
1706353345310,53752
1706353345404,52192
1706353345498,52103
1706353345592,52110
1706353345685,52112
1706353345779,52116
1706353345873,52108
1706353345967,52106
1706353346061,52105
1706353346155,52105
1706353346249,52107
1706353346343,52107
1706353346437,52106
1706353346531,52105
1706353346625,52102
1706353346719,52098
1706353346812,52098
1706353346906,52091
1706353347000,52088
1706353347094,52088
1706353347188,52092
1706353347536,52102
1706353347629,52106
1706353347723,52106
1706353347817,52110
1706353347911,52108
1706353348005,52105
1706353348099,52102
1706353348193,52107
1706353348287,52112
1706353348381,52114
1706353348475,52124
1706353348569,52147
1706353348663,52157
1706353348757,52162
1706353348851,52176
1706353348944,52191
1706353349039,52177
1706353349132,52159
1706353349226,52157
1706353349320,52155
1706353349414,52147
1706353349508,52152
1706353349602,52155
1706353349696,52156
1706353349790,52164
1706353349884,52185
1706353349977,52185
1706353350072,52182
1706353350165,52184
1706353350259,52187
1706353350353,52155
1706353350447,52160
1706353350541,52181
1706353350635,52170
1706353350729,52164
1706353350823,52158
1706353350917,52166
1706353351011,52162
1706353351104,52145
1706353351199,52134
1706353351292,52126
1706353351386,52124
1706353351480,52123
1706353351574,52119
1706353351668,52116
1706353351762,52114
1706353351856,52112
1706353351950,52109
1706353352044,52108
1706353352138,52111
1706353352232,52110
1706353352535,52103
1706353352626,52105
1706353352720,52108
1706353352814,52108
1706353352908,52105
1706353353002,52103
1706353353096,52106
1706353353190,52104
1706353353284,52105
1706353353378,52107
1706353353472,52106
1706353353565,52106
1706353353659,52108
1706353353753,52109
1706353353847,52111
1706353353941,52113
1706353354035,52109
1706353354129,52105
1706353354223,52107
1706353354317,52103
1706353354411,52097
1706353354505,52093
1706353354598,52097
1706353354692,52102
1706353354786,52104
1706353354880,52103
1706353354974,52107
1706353355068,52104
1706353355162,52102
1706353355256,52104
1706353355350,52104
1706353355443,52103
1706353355538,52103
1706353355631,52105
1706353355725,52105
1706353355819,52107
1706353355913,52106
1706353356007,52106
1706353356101,52106
1706353356195,52106
1706353356289,52106
1706353356383,52105
1706353356477,52104
1706353356571,52103
1706353356664,52105
1706353356759,52103
1706353356852,52102
1706353356946,52105
1706353357040,52104
1706353357134,52103
1706353357481,52103
1706353357575,52104
1706353357669,52105
1706353357763,52105
1706353357857,52108
1706353357951,52108
1706353358045,52107
1706353358139,52106
1706353358233,52107
1706353358327,52106
1706353358421,52105
1706353358515,52101
1706353358608,52102
1706353358702,52106
1706353358796,52107
1706353358890,52105
1706353358984,52106
1706353359078,52106
1706353359172,52108
1706353359266,52108
1706353359359,52110
1706353359453,52110
1706353359548,52108
1706353359641,52104
1706353359735,52105
1706353359829,52108
1706353359923,52104
1706353360017,52103
1706353360111,52102
1706353360205,52102
1706353360299,52101
1706353360393,52104
1706353360487,52107
1706353360581,52105
1706353360674,52106
1706353360768,52107
1706353360862,52106
1706353360956,52106
1706353361050,52104
1706353361144,52101
1706353361238,52102
